snapshot_index,start_time,end_time,edges_scored,attack_edges_scored,benign_edges_scored,mean_score,max_score,min_score,mean_attack_score,mean_benign_score,auc,pr_auc
34,2017-07-07 03:50:00,2017-07-07 03:54:00,382,0,382,5.13580539198446,379.5149841308594,0.49506884813308716,0.0,5.13580539198446,NA,NA
35,2017-07-07 03:55:00,2017-07-07 03:59:00,664,1,663,48.965880288192665,23815.486328125,0.43657949566841125,23815.486328125,13.118941452843032,1.0,1.0
36,2017-07-07 04:00:00,2017-07-07 04:04:00,555,1,554,77.02589013957763,33475.4453125,0.4402342438697815,33475.4453125,16.739934503547982,1.0,1.0
37,2017-07-07 04:05:00,2017-07-07 04:09:00,463,2,461,92.17235805303437,31006.513671875,0.45666205883026123,19815.99609375,6.6026238417677146,1.0,1.0
38,2017-07-07 04:10:00,2017-07-07 04:14:00,871,1,870,52.22755947161624,31912.388671875,0.4447473883628845,31912.388671875,15.606684629773271,1.0,1.0
39,2017-07-07 04:15:00,2017-07-07 04:19:00,644,1,643,19.009592300061115,7603.97900390625,0.4851488471031189,7603.97900390625,7.21337237532365,1.0,1.0
40,2017-07-07 04:20:00,2017-07-07 04:24:00,682,0,682,3.9046405604507917,343.56951904296875,0.4647269546985626,0.0,3.9046405604507917,NA,NA
41,2017-07-07 04:25:00,2017-07-07 04:29:00,598,0,598,3.752488948629054,526.3007202148438,0.43898332118988037,0.0,3.752488948629054,NA,NA
42,2017-07-07 04:30:00,2017-07-07 04:34:00,562,0,562,2.7327734835949657,279.14923095703125,0.4311836063861847,0.0,2.7327734835949657,NA,NA
43,2017-07-07 04:35:00,2017-07-07 04:39:00,303,0,303,3.698932396303309,194.21383666992188,0.4827357232570648,0.0,3.698932396303309,NA,NA
44,2017-07-07 04:40:00,2017-07-07 04:44:00,578,0,578,4.923926455751835,613.2677612304688,0.43191444873809814,0.0,4.923926455751835,NA,NA
45,2017-07-07 04:45:00,2017-07-07 04:49:00,386,0,386,3.929634515485615,235.07717895507812,0.4935280680656433,0.0,3.929634515485615,NA,NA
46,2017-07-07 04:50:00,2017-07-07 04:54:00,537,0,537,4.602080243037844,385.5249328613281,0.4297294616699219,0.0,4.602080243037844,NA,NA
47,2017-07-07 04:55:00,2017-07-07 04:59:00,669,0,669,3.9495081117958586,322.0480041503906,0.45273342728614807,0.0,3.9495081117958586,NA,NA
48,2017-07-07 05:00:00,2017-07-07 05:02:00,355,0,355,3.1924861269937437,234.82347106933594,0.434997022151947,0.0,3.1924861269937437,NA,NA
